,Propriété,statuts,total HT,Texte,date_debut,time_delta,date_fin,extra_clean,Année,Mois,Semaine,marge,Jour,mois,Fake_extra_clean,Fake_Propriété,Fake_total HT,Fake_montant HT,,,,,,,,,
109,Propriété 15,standard,399,,2023-12-19 13:00:00,0 days 05:00:00,2023-12-19 18:00:00,Damien Martin,2023,2023-12,2023-12-19/2023-12-25,30,2023-12-19,décembre,Damien Martin,Propriété 15,399,157,,,,,,,,,
110,Propriété 7,standard,112,,2023-12-18 21:30:00,0 days 10:00:00,2023-12-19 07:30:00,Marcus Jones,2023,2023-12,2023-12-19/2023-12-25,50,2023-12-19,décembre,Marcus Jones,Propriété 7,112,91,,,,,,,,,
111,Propriété 9,standard,97,,2023-12-18 20:30:00,0 days 11:00:00,2023-12-19 07:30:00,Henry Shaw,2023,2023-12,2023-12-19/2023-12-25,55,2023-12-19,décembre,Henry Shaw,Propriété 9,97,760,,,,,,,,,
112,Propriété 15,standard,838,,2023-12-18 20:30:00,0 days 12:00:00,2023-12-19 08:30:00,Linda Williamson,2023,2023-12,2023-12-19/2023-12-25,72,2023-12-19,décembre,Linda Williamson,Propriété 15,838,340,,,,,,,,,
113,Propriété 6,standard,762,,2023-12-18 18:30:00,0 days 12:30:00,2023-12-19 07:00:00,Ms Linda Jackson,2023,2023-12,2023-12-19/2023-12-25,60,2023-12-19,décembre,Ms Linda Jackson,Propriété 6,762,340,,,,,,,,,
114,Propriété 4,standard,178,,2023-12-17 22:30:00,0 days 09:30:00,2023-12-18 08:00:00,Kimberley Roberts,2023,2023-12,2023-12-12/2023-12-18,45,2023-12-18,décembre,Kimberley Roberts,Propriété 4,178,240,,,,,,,,,
115,Propriété 7,standard,112,,2023-12-17 21:30:00,0 days 10:00:00,2023-12-18 07:30:00,Bryan Davidson-Hughes,2023,2023-12,2023-12-12/2023-12-18,50,2023-12-18,décembre,Bryan Davidson-Hughes,Propriété 7,112,91,,,,,,,,,
116,Propriété 9,standard,97,,2023-12-17 20:30:00,0 days 11:00:00,2023-12-18 07:30:00,Henry Shaw,2023,2023-12,2023-12-12/2023-12-18,55,2023-12-18,décembre,Henry Shaw,Propriété 9,97,760,,,,,,,,,
117,Propriété 15,standard,838,,2023-12-17 20:30:00,0 days 12:00:00,2023-12-18 08:30:00,Linda Williamson,2023,2023-12,2023-12-12/2023-12-18,72,2023-12-18,décembre,Linda Williamson,Propriété 15,838,340,,,,,,,,,
118,Propriété 17,standard,818,,2023-12-17 13:00:00,0 days 05:00:00,2023-12-17 18:00:00,Miss Shirley Martin,2023,2023-12,2023-12-12/2023-12-18,25,2023-12-17,décembre,Miss Shirley Martin,Propriété 17,818,157,,,,,,,,,
119,Propriété 4,standard,178,,2023-12-16 22:30:00,0 days 09:30:00,2023-12-17 08:00:00,Kimberley Roberts,2023,2023-12,2023-12-12/2023-12-18,45,2023-12-17,décembre,Kimberley Roberts,Propriété 4,178,240,,,,,,,,,
120,Propriété 7,standard,112,,2023-12-16 21:30:00,0 days 10:00:00,2023-12-17 07:30:00,Bryan Davidson-Hughes,2023,2023-12,2023-12-12/2023-12-18,50,2023-12-17,décembre,Bryan Davidson-Hughes,Propriété 7,112,91,,,,,,,,,
121,Propriété 12,standard,762,,2023-12-16 20:00:00,0 days 12:00:00,2023-12-17 08:00:00,Dr Gavin Winter,2023,2023-12,2023-12-12/2023-12-18,60,2023-12-17,décembre,Dr Gavin Winter,Propriété 12,762,340,,,,,,,,,
122,Propriété 7,standard,193,,2023-12-16 15:00:00,0 days 06:00:00,2023-12-16 21:00:00,Stanley Hicks-Davies,2023,2023-12,2023-12-12/2023-12-18,30,2023-12-16,décembre,Stanley Hicks-Davies,Propriété 7,193,645,,,,,,,,,
123,Propriété 15,annulé hôtel,808,,2023-12-16 08:30:00,0 days 08:30:00,2023-12-16 17:00:00,Mrs Rosie Butler,2023,2023-12,2023-12-12/2023-12-18,48,2023-12-16,décembre,Mrs Rosie Butler,Propriété 15,808,119,,,,,,,,,
124,Propriété 7,standard,235,,2023-12-16 07:00:00,0 days 07:00:00,2023-12-16 14:00:00,Stanley Hicks-Davies,2023,2023-12,2023-12-12/2023-12-18,35,2023-12-16,décembre,Stanley Hicks-Davies,Propriété 7,235,871,,,,,,,,,
125,Propriété 4,standard,178,,2023-12-15 22:30:00,0 days 09:30:00,2023-12-16 08:00:00,Kimberley Roberts,2023,2023-12,2023-12-12/2023-12-18,45,2023-12-16,décembre,Kimberley Roberts,Propriété 4,178,240,,,,,,,,,
126,Propriété 7,standard,112,,2023-12-15 21:30:00,0 days 10:00:00,2023-12-16 07:30:00,Bryan Davidson-Hughes,2023,2023-12,2023-12-12/2023-12-18,50,2023-12-16,décembre,Bryan Davidson-Hughes,Propriété 7,112,91,,,,,,,,,
127,Propriété 12,standard,762,,2023-12-15 20:00:00,0 days 12:00:00,2023-12-16 08:00:00,Dr Gavin Winter,2023,2023-12,2023-12-12/2023-12-18,60,2023-12-16,décembre,Dr Gavin Winter,Propriété 12,762,340,,,,,,,,,
128,Propriété 7,standard,193,,2023-12-15 15:00:00,0 days 06:00:00,2023-12-15 21:00:00,Mrs Shannon Jones,2023,2023-12,2023-12-12/2023-12-18,30,2023-12-15,décembre,Mrs Shannon Jones,Propriété 7,193,645,,,,,,,,,
129,Propriété 7,standard,112,,2023-12-14 21:30:00,0 days 10:00:00,2023-12-15 07:30:00,Bryan Davidson-Hughes,2023,2023-12,2023-12-12/2023-12-18,50,2023-12-15,décembre,Bryan Davidson-Hughes,Propriété 7,112,91,,,,,,,,,
130,Propriété 4,standard,235,,2023-12-14 15:30:00,0 days 07:30:00,2023-12-14 23:00:00,Damien Martin,2023,2023-12,2023-12-12/2023-12-18,35,2023-12-14,décembre,Damien Martin,Propriété 4,235,871,,,,,,,,,
131,Propriété 7,standard,193,,2023-12-14 15:00:00,0 days 06:00:00,2023-12-14 21:00:00,Mrs Shannon Jones,2023,2023-12,2023-12-12/2023-12-18,30,2023-12-14,décembre,Mrs Shannon Jones,Propriété 7,193,645,,,,,,,,,
132,Propriété 7,standard,112,,2023-12-13 21:30:00,0 days 10:00:00,2023-12-14 07:30:00,Mr Martin Johnson,2023,2023-12,2023-12-12/2023-12-18,50,2023-12-14,décembre,Mr Martin Johnson,Propriété 7,112,91,,,,,,,,,
133,Propriété 9,standard,97,,2023-12-13 20:30:00,0 days 11:00:00,2023-12-14 07:30:00,Kimberley Roberts,2023,2023-12,2023-12-12/2023-12-18,55,2023-12-14,décembre,Kimberley Roberts,Propriété 9,97,760,,,,,,,,,
134,Propriété 20,standard,838,,2023-12-13 19:30:00,0 days 12:00:00,2023-12-14 07:30:00,Sally Webb-Collins,2023,2023-12,2023-12-12/2023-12-18,72,2023-12-14,décembre,Sally Webb-Collins,Propriété 20,838,340,,,,,,,,,
135,Propriété 12,standard,193,,2023-12-13 17:00:00,0 days 06:00:00,2023-12-13 23:00:00,Damien Martin,2023,2023-12,2023-12-12/2023-12-18,30,2023-12-13,décembre,Damien Martin,Propriété 12,193,645,,,,,,,,,
136,Propriété 7,standard,193,,2023-12-13 15:00:00,0 days 06:00:00,2023-12-13 21:00:00,Victoria Lambert,2023,2023-12,2023-12-12/2023-12-18,30,2023-12-13,décembre,Victoria Lambert,Propriété 7,193,645,,,,,,,,,
137,Propriété 7,standard,112,,2023-12-12 21:30:00,0 days 10:00:00,2023-12-13 07:30:00,Marcus Jones,2023,2023-12,2023-12-12/2023-12-18,50,2023-12-13,décembre,Marcus Jones,Propriété 7,112,91,,,,,,,,,
138,Propriété 9,standard,97,,2023-12-12 20:30:00,0 days 11:00:00,2023-12-13 07:30:00,Henry Shaw,2023,2023-12,2023-12-12/2023-12-18,55,2023-12-13,décembre,Henry Shaw,Propriété 9,97,760,,,,,,,,,
139,Propriété 9,standard,97,,2023-12-12 20:30:00,0 days 11:00:00,2023-12-13 07:30:00,Henry Shaw,2023,2023-12,2023-12-12/2023-12-18,55,2023-12-13,décembre,Henry Shaw,Propriété 9,97,760,,,,,,,,,
140,Propriété 15,standard,838,,2023-12-12 20:30:00,0 days 12:00:00,2023-12-13 08:30:00,Linda Williamson,2023,2023-12,2023-12-12/2023-12-18,72,2023-12-13,décembre,Linda Williamson,Propriété 15,838,340,,,,,,,,,
141,Propriété 16,standard,528,,2023-12-12 17:00:00,0 days 02:00:00,2023-12-12 19:00:00,Elizabeth Thomas,2023,2023-12,2023-12-12/2023-12-18,10,2023-12-12,décembre,Elizabeth Thomas,Propriété 16,528,200,,,,,,,,,
142,Propriété 7,standard,193,,2023-12-12 15:00:00,0 days 06:00:00,2023-12-12 21:00:00,Victoria Lambert,2023,2023-12,2023-12-12/2023-12-18,30,2023-12-12,décembre,Victoria Lambert,Propriété 7,193,645,,,,,,,,,
143,Propriété 12,standard,193,,2023-12-12 11:00:00,0 days 06:00:00,2023-12-12 17:00:00,Damien Martin,2023,2023-12,2023-12-12/2023-12-18,30,2023-12-12,décembre,Damien Martin,Propriété 12,193,645,,,,,,,,,
144,Propriété 7,standard,112,,2023-12-11 21:30:00,0 days 10:00:00,2023-12-12 07:30:00,Marcus Jones,2023,2023-12,2023-12-12/2023-12-18,50,2023-12-12,décembre,Marcus Jones,Propriété 7,112,91,,,,,,,,,
145,Propriété 9,standard,97,,2023-12-11 20:30:00,0 days 11:00:00,2023-12-12 07:30:00,Henry Shaw,2023,2023-12,2023-12-12/2023-12-18,55,2023-12-12,décembre,Henry Shaw,Propriété 9,97,760,,,,,,,,,
146,Propriété 15,standard,838,,2023-12-11 20:30:00,0 days 12:00:00,2023-12-12 08:30:00,Linda Williamson,2023,2023-12,2023-12-12/2023-12-18,72,2023-12-12,décembre,Linda Williamson,Propriété 15,838,340,,,,,,,,,
147,Propriété 14,standard,399,,2023-12-11 18:00:00,0 days 05:00:00,2023-12-11 23:00:00,Victoria Lambert,2023,2023-12,2023-12-05/2023-12-11,30,2023-12-11,décembre,Victoria Lambert,Propriété 14,399,157,,,,,,,,,
148,Propriété 14,standard,399,,2023-12-11 18:00:00,0 days 05:00:00,2023-12-11 23:00:00,Kimberley Roberts,2023,2023-12,2023-12-05/2023-12-11,30,2023-12-11,décembre,Kimberley Roberts,Propriété 14,399,157,,,,,,,,,
149,Propriété 10,standard,528,,2023-12-11 10:00:00,0 days 02:00:00,2023-12-11 12:00:00,Mr Donald Evans,2023,2023-12,2023-12-05/2023-12-11,10,2023-12-11,décembre,Mr Donald Evans,Propriété 10,528,200,,,,,,,,,
150,Propriété 10,standard,528,,2023-12-11 10:00:00,0 days 02:00:00,2023-12-11 12:00:00,Dr Kieran Ball,2023,2023-12,2023-12-05/2023-12-11,10,2023-12-11,décembre,Dr Kieran Ball,Propriété 10,528,200,,,,,,,,,
151,Propriété 4,standard,178,,2023-12-10 22:30:00,0 days 09:40:00,2023-12-11 08:10:00,Kimberley Roberts,2023,2023-12,2023-12-05/2023-12-11,45,2023-12-11,décembre,Kimberley Roberts,Propriété 4,178,240,,,,,,,,,
152,Propriété 7,standard,112,,2023-12-10 21:30:00,0 days 10:00:00,2023-12-11 07:30:00,Bryan Davidson-Hughes,2023,2023-12,2023-12-05/2023-12-11,50,2023-12-11,décembre,Bryan Davidson-Hughes,Propriété 7,112,91,,,,,,,,,
153,Propriété 9,urgente,402,,2023-12-10 20:30:00,0 days 11:00:00,2023-12-11 07:30:00,Henry Shaw,2023,2023-12,2023-12-05/2023-12-11,110,2023-12-11,décembre,Henry Shaw,Propriété 9,402,760,,,,,,,,,
154,Propriété 15,standard,838,,2023-12-10 20:30:00,0 days 12:00:00,2023-12-11 08:30:00,Linda Williamson,2023,2023-12,2023-12-05/2023-12-11,72,2023-12-11,décembre,Linda Williamson,Propriété 15,838,340,,,,,,,,,
155,Propriété 4,standard,235,,2023-12-10 00:45:00,0 days 07:15:00,2023-12-10 08:00:00,Jade Doyle,2023,2023-12,2023-12-05/2023-12-11,35,2023-12-10,décembre,Jade Doyle,Propriété 4,235,871,,,,,,,,,
156,Propriété 2,standard,178,,2023-12-09 22:30:00,0 days 09:00:00,2023-12-10 07:30:00,Dr Gavin Winter,2023,2023-12,2023-12-05/2023-12-11,45,2023-12-10,décembre,Dr Gavin Winter,Propriété 2,178,240,,,,,,,,,
157,Propriété 7,standard,112,,2023-12-09 21:30:00,0 days 10:00:00,2023-12-10 07:30:00,Bryan Davidson-Hughes,2023,2023-12,2023-12-05/2023-12-11,50,2023-12-10,décembre,Bryan Davidson-Hughes,Propriété 7,112,91,,,,,,,,,
158,Propriété 6,standard,112,,2023-12-09 21:00:00,0 days 10:00:00,2023-12-10 07:00:00,Ms Linda Jackson,2023,2023-12,2023-12-05/2023-12-11,50,2023-12-10,décembre,Ms Linda Jackson,Propriété 6,112,91,,,,,,,,,
159,Propriété 15,standard,838,,2023-12-09 20:30:00,0 days 12:00:00,2023-12-10 08:30:00,Dr Wayne Evans,2023,2023-12,2023-12-05/2023-12-11,72,2023-12-10,décembre,Dr Wayne Evans,Propriété 15,838,340,,,,,,,,,
160,Propriété 12,standard,762,,2023-12-09 20:00:00,0 days 12:00:00,2023-12-10 08:00:00,Paige Oliver,2023,2023-12,2023-12-05/2023-12-11,60,2023-12-10,décembre,Paige Oliver,Propriété 12,762,340,,,,,,,,,
161,Propriété 7,standard,193,,2023-12-09 15:00:00,0 days 06:00:00,2023-12-09 21:00:00,Mr Jordan Bowen,2023,2023-12,2023-12-05/2023-12-11,30,2023-12-09,décembre,Mr Jordan Bowen,Propriété 7,193,645,,,,,,,,,
162,Propriété 15,annulé extra,808,,2023-12-09 08:30:00,0 days 08:30:00,2023-12-09 17:00:00,Mrs Rosie Butler,2023,2023-12,2023-12-05/2023-12-11,48,2023-12-09,décembre,Mrs Rosie Butler,Propriété 15,808,119,,,,,,,,,
163,Propriété 7,standard,235,,2023-12-09 07:00:00,0 days 07:00:00,2023-12-09 14:00:00,Stanley Hicks-Davies,2023,2023-12,2023-12-05/2023-12-11,35,2023-12-09,décembre,Stanley Hicks-Davies,Propriété 7,235,871,,,,,,,,,
164,Propriété 4,standard,178,,2023-12-08 22:30:00,0 days 09:30:00,2023-12-09 08:00:00,Kimberley Roberts,2023,2023-12,2023-12-05/2023-12-11,45,2023-12-09,décembre,Kimberley Roberts,Propriété 4,178,240,,,,,,,,,
165,Propriété 7,standard,112,,2023-12-08 21:30:00,0 days 10:00:00,2023-12-09 07:30:00,Bryan Davidson-Hughes,2023,2023-12,2023-12-05/2023-12-11,50,2023-12-09,décembre,Bryan Davidson-Hughes,Propriété 7,112,91,,,,,,,,,
166,Propriété 6,standard,112,,2023-12-08 21:00:00,0 days 10:00:00,2023-12-09 07:00:00,Ms Linda Jackson,2023,2023-12,2023-12-05/2023-12-11,50,2023-12-09,décembre,Ms Linda Jackson,Propriété 6,112,91,,,,,,,,,
167,Propriété 12,standard,762,,2023-12-08 20:00:00,0 days 12:35:00,2023-12-09 08:35:00,Paige Oliver,2023,2023-12,2023-12-05/2023-12-11,60,2023-12-09,décembre,Paige Oliver,Propriété 12,762,340,,,,,,,,,
168,Propriété 15,standard,399,,2023-12-08 15:30:00,0 days 05:00:00,2023-12-08 20:30:00,Damien Martin,2023,2023-12,2023-12-05/2023-12-11,30,2023-12-08,décembre,Damien Martin,Propriété 15,399,157,,,,,,,,,
169,Propriété 7,standard,193,,2023-12-08 15:00:00,0 days 06:00:00,2023-12-08 21:00:00,Mr Jordan Bowen,2023,2023-12,2023-12-05/2023-12-11,30,2023-12-08,décembre,Mr Jordan Bowen,Propriété 7,193,645,,,,,,,,,
170,Propriété 7,standard,112,,2023-12-07 21:30:00,0 days 10:00:00,2023-12-08 07:30:00,Bryan Davidson-Hughes,2023,2023-12,2023-12-05/2023-12-11,50,2023-12-08,décembre,Bryan Davidson-Hughes,Propriété 7,112,91,,,,,,,,,
171,Propriété 6,standard,112,,2023-12-07 21:00:00,0 days 10:00:00,2023-12-08 07:00:00,Ms Linda Jackson,2023,2023-12,2023-12-05/2023-12-11,50,2023-12-08,décembre,Ms Linda Jackson,Propriété 6,112,91,,,,,,,,,
172,Propriété 11,standard,193,,2023-12-07 17:30:00,0 days 06:00:00,2023-12-07 23:30:00,Stephen Jones,2023,2023-12,2023-12-05/2023-12-11,30,2023-12-07,décembre,Stephen Jones,Propriété 11,193,645,,,,,,,,,
173,Propriété 11,standard,818,,2023-12-07 17:30:00,0 days 05:45:00,2023-12-07 23:15:00,Ms Catherine Harris,2023,2023-12,2023-12-05/2023-12-11,25,2023-12-07,décembre,Ms Catherine Harris,Propriété 11,818,157,,,,,,,,,
174,Propriété 12,urgente,112,,2023-12-07 07:30:00,0 days 08:30:00,2023-12-07 16:00:00,Damien Martin,2023,2023-12,2023-12-05/2023-12-11,80,2023-12-07,décembre,Damien Martin,Propriété 12,112,119,,,,,,,,,
175,Propriété 7,standard,235,,2023-12-07 07:00:00,0 days 07:00:00,2023-12-07 14:00:00,Hollie Smith-Lawrence,2023,2023-12,2023-12-05/2023-12-11,35,2023-12-07,décembre,Hollie Smith-Lawrence,Propriété 7,235,871,,,,,,,,,
176,Propriété 7,standard,112,,2023-12-06 21:30:00,0 days 10:00:00,2023-12-07 07:30:00,Bryan Davidson-Hughes,2023,2023-12,2023-12-05/2023-12-11,50,2023-12-07,décembre,Bryan Davidson-Hughes,Propriété 7,112,91,,,,,,,,,
177,Propriété 6,standard,112,,2023-12-06 21:00:00,0 days 10:00:00,2023-12-07 07:00:00,Ms Linda Jackson,2023,2023-12,2023-12-05/2023-12-11,50,2023-12-07,décembre,Ms Linda Jackson,Propriété 6,112,91,,,,,,,,,
178,Propriété 15,standard,838,,2023-12-06 20:30:00,0 days 12:00:00,2023-12-07 08:30:00,Linda Williamson,2023,2023-12,2023-12-05/2023-12-11,72,2023-12-07,décembre,Linda Williamson,Propriété 15,838,340,,,,,,,,,
179,Propriété 12,urgente,382,,2023-12-06 20:00:00,0 days 12:15:00,2023-12-07 08:15:00,Dr Gavin Winter,2023,2023-12,2023-12-05/2023-12-11,120,2023-12-07,décembre,Dr Gavin Winter,Propriété 12,382,340,,,,,,,,,
180,Propriété 21,urgente,548,,2023-12-06 14:00:00,0 days 06:00:00,2023-12-06 20:00:00,Stephen Jones,2023,2023-12,2023-12-05/2023-12-11,60,2023-12-06,décembre,Stephen Jones,Propriété 21,548,645,,,,,,,,,
182,Propriété 7,standard,112,,2023-12-05 21:30:00,0 days 10:00:00,2023-12-06 07:30:00,Mr Jordan Bowen,2023,2023-12,2023-12-05/2023-12-11,50,2023-12-06,décembre,Mr Jordan Bowen,Propriété 7,112,91,,,,,,,,,
183,Propriété 15,standard,838,,2023-12-05 20:30:00,0 days 12:00:00,2023-12-06 08:30:00,Linda Williamson,2023,2023-12,2023-12-05/2023-12-11,72,2023-12-06,décembre,Linda Williamson,Propriété 15,838,340,,,,,,,,,
184,Propriété 12,urgente,382,,2023-12-05 20:00:00,0 days 12:00:00,2023-12-06 08:00:00,Ms Linda Jackson,2023,2023-12,2023-12-05/2023-12-11,120,2023-12-06,décembre,Ms Linda Jackson,Propriété 12,382,340,,,,,,,,,
185,Propriété 16,standard,528,,2023-12-05 17:00:00,0 days 02:00:00,2023-12-05 19:00:00,Elizabeth Thomas,2023,2023-12,2023-12-05/2023-12-11,10,2023-12-05,décembre,Elizabeth Thomas,Propriété 16,528,200,,,,,,,,,
186,Propriété 7,standard,112,,2023-12-04 21:30:00,0 days 10:00:00,2023-12-05 07:30:00,Mr Jordan Bowen,2023,2023-12,2023-12-05/2023-12-11,50,2023-12-05,décembre,Mr Jordan Bowen,Propriété 7,112,91,,,,,,,,,
187,Propriété 15,standard,838,,2023-12-04 20:30:00,0 days 12:00:00,2023-12-05 08:30:00,Linda Williamson,2023,2023-12,2023-12-05/2023-12-11,72,2023-12-05,décembre,Linda Williamson,Propriété 15,838,340,,,,,,,,,
188,Propriété 22,standard,762,,2023-12-04 20:00:00,0 days 12:00:00,2023-12-05 08:00:00,Dr Wayne Evans,2023,2023-12,2023-12-05/2023-12-11,60,2023-12-05,décembre,Dr Wayne Evans,Propriété 22,762,340,,,,,,,,,
189,Propriété 4,standard,178,,2023-12-03 22:30:00,0 days 09:30:00,2023-12-04 08:00:00,Kimberley Roberts,2023,2023-12,2023-11-28/2023-12-04,45,2023-12-04,décembre,Kimberley Roberts,Propriété 4,178,240,,,,,,,,,
190,Propriété 7,standard,112,,2023-12-03 21:30:00,0 days 10:00:00,2023-12-04 07:30:00,Bryan Davidson-Hughes,2023,2023-12,2023-11-28/2023-12-04,50,2023-12-04,décembre,Bryan Davidson-Hughes,Propriété 7,112,91,,,,,,,,,
191,Propriété 15,standard,838,,2023-12-03 20:30:00,0 days 12:00:00,2023-12-04 08:30:00,Linda Williamson,2023,2023-12,2023-11-28/2023-12-04,72,2023-12-04,décembre,Linda Williamson,Propriété 15,838,340,,,,,,,,,
192,Propriété 22,standard,762,,2023-12-03 20:00:00,0 days 12:00:00,2023-12-04 08:00:00,Dr Wayne Evans,2023,2023-12,2023-11-28/2023-12-04,60,2023-12-04,décembre,Dr Wayne Evans,Propriété 22,762,340,,,,,,,,,
193,Propriété 15,standard,808,,2023-12-03 08:30:00,0 days 08:30:00,2023-12-03 17:00:00,Mrs Rosie Butler,2023,2023-12,2023-11-28/2023-12-04,48,2023-12-03,décembre,Mrs Rosie Butler,Propriété 15,808,119,,,,,,,,,
194,Propriété 15,standard,808,,2023-12-03 08:30:00,0 days 08:30:00,2023-12-03 17:00:00,Mr Donald Evans,2023,2023-12,2023-11-28/2023-12-04,48,2023-12-03,décembre,Mr Donald Evans,Propriété 15,808,119,,,,,,,,,
195,Propriété 2,standard,232,,2023-12-02 22:30:00,0 days 08:45:00,2023-12-03 07:15:00,Bryan Adams,2023,2023-12,2023-11-28/2023-12-04,40,2023-12-03,décembre,Bryan Adams,Propriété 2,232,119,,,,,,,,,
196,Propriété 4,standard,178,,2023-12-02 22:30:00,0 days 09:30:00,2023-12-03 08:00:00,Stephen Murphy,2023,2023-12,2023-11-28/2023-12-04,45,2023-12-03,décembre,Stephen Murphy,Propriété 4,178,240,,,,,,,,,
197,Propriété 7,standard,112,,2023-12-02 21:30:00,0 days 10:00:00,2023-12-03 07:30:00,Bryan Davidson-Hughes,2023,2023-12,2023-11-28/2023-12-04,50,2023-12-03,décembre,Bryan Davidson-Hughes,Propriété 7,112,91,,,,,,,,,
198,Propriété 14,standard,479,,2023-12-02 20:15:00,0 days 11:00:00,2023-12-03 07:15:00,Kimberley Roberts,2023,2023-12,2023-11-28/2023-12-04,66,2023-12-03,décembre,Kimberley Roberts,Propriété 14,479,760,,,,,,,,,
199,Propriété 12,standard,762,,2023-12-02 20:10:00,0 days 12:10:00,2023-12-03 08:20:00,Dr Gavin Winter,2023,2023-12,2023-11-28/2023-12-04,60,2023-12-03,décembre,Dr Gavin Winter,Propriété 12,762,340,,,,,,,,,
200,Propriété 22,standard,762,,2023-12-02 20:00:00,0 days 12:00:00,2023-12-03 08:00:00,Dr Wayne Evans,2023,2023-12,2023-11-28/2023-12-04,60,2023-12-03,décembre,Dr Wayne Evans,Propriété 22,762,340,,,,,,,,,
201,Propriété 7,standard,193,,2023-12-02 15:00:00,0 days 06:00:00,2023-12-02 21:00:00,Mr Jordan Bowen,2023,2023-12,2023-11-28/2023-12-04,30,2023-12-02,décembre,Mr Jordan Bowen,Propriété 7,193,645,,,,,,,,,
202,Propriété 15,standard,808,,2023-12-02 08:30:00,0 days 08:30:00,2023-12-02 17:00:00,Stephen Davies,2023,2023-12,2023-11-28/2023-12-04,48,2023-12-02,décembre,Stephen Davies,Propriété 15,808,119,,,,,,,,,
203,Propriété 7,standard,235,,2023-12-02 07:00:00,0 days 07:00:00,2023-12-02 14:00:00,Stanley Hicks-Davies,2023,2023-12,2023-11-28/2023-12-04,35,2023-12-02,décembre,Stanley Hicks-Davies,Propriété 7,235,871,,,,,,,,,
204,Propriété 2,standard,232,,2023-12-01 22:30:00,0 days 08:45:00,2023-12-02 07:15:00,Bryan Adams,2023,2023-12,2023-11-28/2023-12-04,40,2023-12-02,décembre,Bryan Adams,Propriété 2,232,119,,,,,,,,,
205,Propriété 4,annulé hôtel,178,,2023-12-01 22:30:00,0 days 09:30:00,2023-12-02 08:00:00,Kimberley Roberts,2023,2023-12,2023-11-28/2023-12-04,45,2023-12-02,décembre,Kimberley Roberts,Propriété 4,178,240,,,,,,,,,
206,Propriété 7,standard,112,,2023-12-01 21:30:00,0 days 10:00:00,2023-12-02 07:30:00,Bryan Davidson-Hughes,2023,2023-12,2023-11-28/2023-12-04,50,2023-12-02,décembre,Bryan Davidson-Hughes,Propriété 7,112,91,,,,,,,,,
207,Propriété 12,standard,97,,2023-12-01 20:10:00,0 days 11:45:00,2023-12-02 07:55:00,Dr Gavin Winter,2023,2023-12,2023-11-28/2023-12-04,55,2023-12-02,décembre,Dr Gavin Winter,Propriété 12,97,760,,,,,,,,,
208,Propriété 7,standard,193,,2023-12-01 15:00:00,0 days 06:00:00,2023-12-01 21:00:00,Mr Jordan Bowen,2023,2023-12,2023-11-28/2023-12-04,30,2023-12-01,décembre,Mr Jordan Bowen,Propriété 7,193,645,,,,,,,,,
210,Propriété 2,standard,232,,2023-11-30 22:30:00,0 days 08:45:00,2023-12-01 07:15:00,Bryan Adams,2023,2023-12,2023-11-28/2023-12-04,40,2023-12-01,décembre,Bryan Adams,Propriété 2,232,119,,,,,,,,,
211,Propriété 4,standard,178,,2023-11-30 22:30:00,0 days 09:30:00,2023-12-01 08:00:00,Kimberley Roberts,2023,2023-12,2023-11-28/2023-12-04,45,2023-12-01,décembre,Kimberley Roberts,Propriété 4,178,240,,,,,,,,,
212,Propriété 7,standard,112,,2023-11-30 21:30:00,0 days 10:00:00,2023-12-01 07:30:00,Mr Jordan Bowen,2023,2023-12,2023-11-28/2023-12-04,50,2023-12-01,décembre,Mr Jordan Bowen,Propriété 7,112,91,,,,,,,,,
213,Propriété 6,standard,112,,2023-11-30 21:00:00,0 days 10:00:00,2023-12-01 07:00:00,Dr Wayne Evans,2023,2023-12,2023-11-28/2023-12-04,50,2023-12-01,décembre,Dr Wayne Evans,Propriété 6,112,91,,,,,,,,,
214,Propriété 23,standard,762,,2023-11-30 20:00:00,0 days 12:00:00,2023-12-01 08:00:00,Kirsty Buckley-Murphy,2023,2023-12,2023-11-28/2023-12-04,60,2023-12-01,décembre,Kirsty Buckley-Murphy,Propriété 23,762,340,,,,,,,,,
